"","X","region","population","sex","age","education","income","statusquo","vote"
"944",944,"S",45000,"F",54,"P",75000,0.23543,"U"
"945",945,"S",45000,"M",35,"P",2500,1.00383,"U"
"946",946,"S",45000,"F",19,"PS",15000,-0.5488,"U"
"947",947,"S",45000,"F",40,"P",7500,0.66545,"U"
"948",948,"S",45000,"M",25,"P",2500,1.25306,"Y"
"949",949,"S",45000,"M",48,"S",35000,-1.29617,"N"
"950",950,"S",45000,"M",37,"PS",35000,0.19914,"Y"
"951",951,"S",45000,"F",32,"S",7500,0.21006,"U"
"952",952,"S",45000,"F",18,"S",7500,1.31037,"Y"
"953",953,"S",45000,"M",53,"PS",75000,1.48547,"Y"
"954",954,"S",45000,"M",25,"PS",35000,1.1538,"Y"
"955",955,"S",45000,"F",45,"P",2500,-0.60865,"U"
"956",956,"S",45000,"F",54,"S",7500,-0.2688,"N"
"957",957,"S",45000,"F",60,"P",75000,-0.89149,"Y"
"958",958,"S",45000,"F",18,"P",75000,-0.97181,"N"
"959",959,"S",45000,"F",49,"PS",2500,-0.86092,"N"
"960",960,"S",45000,"M",30,"P",7500,1.04754,"Y"
"961",961,"S",15000,"M",33,"P",7500,0.20483,"Y"
"962",962,"S",15000,"F",36,"P",7500,-1.26247,"N"
"963",963,"S",15000,"M",62,"P",2500,1.30792,"Y"
"964",964,"S",15000,"F",21,"S",15000,-0.78802,"N"
"965",965,"S",15000,"M",36,"P",15000,-0.72822,"N"
"966",966,"S",15000,"F",65,"P",7500,0.82519,"U"
"967",967,"S",15000,"F",22,"PS",7500,0.24983,"U"
"968",968,"S",15000,"M",25,"S",15000,-1.18323,"N"
"969",969,"S",15000,"M",63,"P",2500,1.43793,"Y"
"970",970,"S",15000,"M",26,"S",35000,-1.10367,"N"
"971",971,"S",15000,"M",67,"S",2500,-0.82983,"U"
"972",972,"S",15000,"M",25,"P",35000,-0.40224,"A"
"973",973,"S",15000,"F",30,"S",35000,0.2461,"U"
"974",974,"S",15000,"F",70,"P",7500,-1.16134,"U"
"975",975,"S",15000,"F",27,"S",15000,1.40733,"U"
"976",976,"S",15000,"M",27,"PS",35000,-0.50424,"N"
"977",977,"S",15000,"F",61,"P",7500,1.1493,"Y"
"978",978,"S",15000,"M",27,"P",2500,1.09701,"Y"
"979",979,"S",15000,"F",70,"P",7500,0.86323,"U"
"980",980,"S",15000,"M",53,"S",35000,0.71448,"Y"
"981",981,"S",8750,"M",36,"P",7500,1.0188,"Y"
"982",982,"S",8750,"M",19,"P",7500,0.83115,"Y"
"983",983,"S",8750,"M",28,"S",15000,-1.00723,"N"
"984",984,"S",8750,"F",50,"P",7500,-1.08585,"N"
"985",985,"S",8750,"F",20,"P",2500,-0.96528,"N"
"986",986,"S",8750,"M",65,"P",7500,0.93522,"Y"
"987",987,"S",8750,"F",36,"P",7500,1.55399,"Y"
"988",988,"S",8750,"M",60,"S",125000,0.97823,"Y"
"989",989,"S",8750,"F",28,"S",35000,1.40361,"Y"
"990",990,"S",8750,"M",28,"S",35000,1.33246,"Y"
"991",991,"S",8750,"F",48,"S",7500,1.43732,"Y"
"992",992,"S",8750,"M",58,"P",7500,1.5877,"Y"
"993",993,"S",8750,"F",25,"S",2500,-0.93058,"U"
"994",994,"S",8750,"M",60,"P",7500,1.25541,"U"
"996",996,"S",8750,"F",25,"S",15000,0.10978,"U"
"997",997,"S",8750,"F",19,"S",35000,0.81609,"Y"
"998",998,"S",8750,"M",23,"S",75000,1.32935,"Y"
"999",999,"S",8750,"F",59,"P",15000,0.07679,"U"
"1000",1000,"S",8750,"M",37,"P",15000,1.51284,"N"
"1001",1001,"S",125000,"F",37,"P",15000,0.01293,"A"
"1002",1002,"S",125000,"F",31,"S",7500,0.90908,"Y"
"1003",1003,"S",125000,"M",27,"P",7500,-1.1464,"N"
"1004",1004,"S",125000,"M",41,"S",15000,-0.9406,"N"
"1005",1005,"S",125000,"M",37,"P",15000,0.74986,"Y"
"1006",1006,"S",125000,"M",68,"P",15000,0.38388,"U"
"1007",1007,"S",125000,"M",25,"P",7500,0.3898,"U"
"1008",1008,"S",125000,"M",25,"P",7500,0.96249,"Y"
"1009",1009,"S",125000,"F",42,"P",7500,0.401,"Y"
"1010",1010,"S",125000,"F",23,"P",2500,1.5877,"Y"
"1011",1011,"S",125000,"F",32,"S",15000,1.55477,"Y"
"1012",1012,"S",125000,"M",59,"S",2500,-0.69048,"Y"
"1013",1013,"S",125000,"M",28,"S",15000,1.36539,"Y"
"1014",1014,"S",125000,"F",37,"S",15000,-0.40457,"U"
"1015",1015,"S",125000,"F",42,"P",15000,1.39692,"Y"
"1016",1016,"S",125000,"M",36,"S",35000,0.16282,"Y"
"1017",1017,"S",125000,"M",26,"S",35000,1.25257,"Y"
"1018",1018,"S",125000,"F",42,"P",15000,0.31096,"Y"
"1019",1019,"S",125000,"F",18,"S",35000,1.40361,"Y"
"1020",1020,"S",125000,"F",35,"PS",35000,-0.31346,"N"
"1021",1021,"S",25000,"F",23,"P",35000,-0.78492,"A"
"1022",1022,"S",25000,"F",45,"P",15000,1.27441,"Y"
"1023",1023,"S",25000,"M",20,"PS",35000,-0.3202,"A"
"1024",1024,"S",25000,"M",62,"P",15000,0.99792,"Y"
"1025",1025,"S",25000,"M",50,"P",35000,0.1526,"A"
"1026",1026,"S",25000,"F",21,"P",15000,1.09549,"Y"
"1027",1027,"S",25000,"F",40,"P",35000,0.10905,"Y"
"1028",1028,"S",25000,"M",67,"P",15000,-0.87023,"U"
"1029",1029,"S",25000,"M",19,"P",35000,-0.97943,"N"
"1030",1030,"S",25000,"M",22,"S",15000,-0.08141,"Y"
"1031",1031,"S",25000,"M",48,"PS",15000,0.80633,"Y"
"1032",1032,"S",25000,"F",49,"P",7500,0.13589,"U"
"1033",1033,"S",25000,"M",27,"P",15000,-0.0728,"U"
"1034",1034,"S",25000,"F",38,"S",15000,1.27567,"Y"
"1035",1035,"S",25000,"M",23,"S",15000,-0.96901,"N"
"1036",1036,"S",25000,"F",47,"P",7500,0.14576,"Y"
"1037",1037,"S",25000,"F",35,"S",7500,1.54808,"Y"
"1038",1038,"S",25000,"M",24,"S",2500,0.24455,"Y"
"1039",1039,"S",25000,"F",22,"S",15000,1.43793,"Y"
"1040",1040,"S",25000,"M",54,"P",7500,-0.91601,"U"
"1041",1041,"S",25000,"F",25,"S",7500,1.21252,"A"
"1042",1042,"S",25000,"M",59,"P",2500,1.39241,"Y"
"1043",1043,"S",25000,"M",30,"S",7500,-0.37017,"Y"
"1044",1044,"S",25000,"M",26,"P",7500,1.18326,"Y"
"1045",1045,"S",25000,"F",41,"S",15000,1.36173,"Y"
"1046",1046,"S",25000,"F",52,"P",2500,-0.79576,"U"
"1047",1047,"S",25000,"F",21,"PS",15000,-1.29617,"N"
"1048",1048,"S",25000,"M",36,"P",7500,-0.0493,"N"
"1049",1049,"S",25000,"M",28,"P",2500,0.13858,"U"
"1050",1050,"S",25000,"M",42,"P",2500,0.12341,"Y"
"1051",1051,"S",25000,"F",22,"PS",35000,-0.7125,"N"
"1052",1052,"S",25000,"F",36,"S",35000,-0.0338,"U"
"1053",1053,"S",25000,"F",36,"PS",35000,0.21687,"U"
"1054",1054,"S",25000,"M",57,"P",7500,-0.43126,"U"
"1055",1055,"S",25000,"M",20,"P",7500,0.2575,"Y"
"1056",1056,"S",25000,"F",37,"P",2500,1.5877,"Y"
"1057",1057,"S",25000,"M",23,"S",2500,-1.19739,"N"
"1058",1058,"S",25000,"F",24,"P",2500,1.46885,"Y"
"1059",1059,"S",25000,"F",29,"P",7500,1.3587,"A"
"1060",1060,"S",25000,"M",55,"P",7500,1.47615,"Y"
"1061",1061,"S",250000,"M",48,"PS",35000,0.40498,"Y"
"1062",1062,"S",250000,"F",23,"S",35000,-1.29293,"N"
"1063",1063,"S",250000,"M",40,"S",35000,-1.1517,"N"
"1064",1064,"S",250000,"M",20,"S",35000,0.98762,"Y"
"1065",1065,"S",250000,"F",38,"PS",75000,0.05047,"Y"
"1066",1066,"S",250000,"F",26,"S",15000,-0.88716,"N"
"1067",1067,"S",250000,"F",49,"S",15000,-1.07783,"A"
"1068",1068,"S",250000,"M",55,"S",35000,-0.1693,"N"
"1069",1069,"S",250000,"M",39,"PS",75000,-0.9353,"N"
"1071",1071,"S",250000,"F",18,"S",200000,0.11608,"U"
"1073",1073,"S",250000,"M",21,"PS",75000,-0.80281,"N"
"1074",1074,"S",250000,"F",33,"S",75000,-1.0632,"N"
"1075",1075,"S",250000,"M",42,"PS",125000,-1.03503,"N"
"1076",1076,"S",250000,"F",24,"S",35000,1.26582,"Y"
"1077",1077,"S",250000,"F",21,"S",15000,-0.05113,"Y"
"1079",1079,"S",250000,"M",52,"PS",7500,0.51881,"U"
"1080",1080,"S",250000,"F",70,"S",75000,1.25757,"U"
"1081",1081,"S",250000,"F",26,"P",7500,0.64423,"Y"
"1082",1082,"S",250000,"F",53,"P",7500,-0.07279,"N"
"1083",1083,"S",250000,"M",21,"P",15000,0.53116,"Y"
"1084",1084,"S",250000,"F",34,"P",15000,0.52985,"U"
"1085",1085,"S",250000,"M",60,"P",35000,1.40283,"Y"
"1086",1086,"S",250000,"F",28,"S",7500,-1.14049,"N"
"1087",1087,"S",250000,"F",19,"S",35000,-1.09015,"N"
"1088",1088,"S",250000,"M",45,"PS",35000,-0.56055,"N"
"1089",1089,"S",250000,"M",18,"S",15000,-0.92939,"N"
"1092",1092,"S",250000,"M",21,"S",15000,-0.16832,"N"
"1093",1093,"S",250000,"F",37,"P",35000,1.04304,"Y"
"1094",1094,"S",250000,"F",24,"P",7500,-0.88666,"Y"
"1095",1095,"S",250000,"M",36,"PS",75000,-1.2204,"N"
"1096",1096,"S",250000,"F",39,"PS",200000,-1.19438,"N"
"1098",1098,"S",250000,"F",40,"PS",200000,1.3454,"Y"
"1099",1099,"S",250000,"M",55,"PS",200000,-1.21974,"N"
"1100",1100,"S",250000,"M",22,"PS",15000,-0.81078,"N"
"1102",1102,"S",250000,"F",26,"P",7500,0.02034,"U"
"1103",1103,"S",250000,"M",25,"PS",35000,1.3274,"Y"
"1104",1104,"S",250000,"F",51,"S",15000,-1.0312,"U"
"1105",1105,"S",250000,"F",39,"P",75000,-0.28245,"N"
"1106",1106,"S",250000,"F",39,"S",15000,-1.30713,"N"
"1108",1108,"S",250000,"M",22,"PS",35000,-1.1517,"N"
"1109",1109,"S",250000,"F",21,"S",35000,-1.01948,"U"
"1110",1110,"S",250000,"M",47,"S",15000,-0.97273,"N"
"1111",1111,"S",250000,"F",23,"S",2500,1.35949,"Y"
"1113",1113,"S",250000,"M",32,"S",7500,0.43679,"U"
"1115",1115,"S",250000,"M",37,"S",15000,-0.48129,"N"
"1116",1116,"S",250000,"F",24,"S",15000,-1.18602,"N"
"1119",1119,"S",250000,"M",65,"P",15000,-1.29617,"N"
"1120",1120,"S",250000,"F",65,"P",15000,-0.22181,"U"
"1122",1122,"S",250000,"M",41,"S",75000,-0.78299,"N"
"1126",1126,"S",250000,"M",22,"S",15000,-0.69824,"N"
"1127",1127,"S",250000,"M",48,"P",2500,-1.09862,"A"
"1128",1128,"S",250000,"F",40,"P",2500,-1.22285,"N"
"1130",1130,"S",250000,"F",24,"PS",200000,0.75867,"U"
"1131",1131,"S",250000,"M",62,"P",35000,-1.10181,"U"
"1132",1132,"S",250000,"F",30,"S",7500,-0.72077,"N"
"1133",1133,"S",250000,"M",31,"PS",15000,-1.05625,"N"
"1134",1134,"S",250000,"M",29,"PS",15000,-0.08136,"N"
"1135",1135,"S",250000,"F",48,"P",7500,-1.29617,"N"
"1136",1136,"S",250000,"F",53,"P",2500,0.55703,"Y"
"1137",1137,"S",250000,"F",22,"P",15000,-1.05197,"Y"
"1138",1138,"S",250000,"M",30,"S",7500,-1.04084,"N"
"1139",1139,"S",250000,"M",43,"S",15000,-1.29617,"N"
"1140",1140,"S",250000,"M",38,"S",15000,-1.21232,"N"
"1141",1141,"S",250000,"F",39,"S",125000,-0.43399,"U"
"1142",1142,"S",250000,"M",40,"PS",75000,-1.11744,"N"
"1143",1143,"S",250000,"F",66,"PS",75000,-1.04075,"N"
"1144",1144,"S",250000,"M",30,"PS",75000,-1.06681,"N"
"1145",1145,"S",250000,"F",26,"S",35000,1.39831,"Y"
"1146",1146,"S",250000,"F",28,"S",7500,-1.00003,"N"
"1147",1147,"S",250000,"M",35,"P",15000,0.34456,"Y"
"1148",1148,"S",250000,"F",46,"S",2500,1.07149,"U"
"1149",1149,"S",250000,"F",19,"S",35000,0.25636,"A"
"1150",1150,"S",250000,"M",65,"P",2500,-1.29617,"N"
"1151",1151,"S",250000,"M",22,"S",35000,-0.29019,"Y"
"1152",1152,"S",250000,"F",53,"P",2500,1.5877,"Y"
"1153",1153,"S",250000,"F",18,"P",2500,0.43869,"N"
"1155",1155,"S",250000,"M",33,"S",35000,-0.97949,"N"
"1156",1156,"S",250000,"M",53,"P",7500,-1.10088,"N"
"1157",1157,"S",250000,"M",33,"P",15000,1.47476,"Y"
"1158",1158,"S",250000,"M",37,"P",15000,-0.05639,"U"
"1159",1159,"S",250000,"F",34,"P",7500,-0.9089,"N"
"1160",1160,"S",250000,"F",36,"P",15000,0.47789,"Y"
"1161",1161,"S",250000,"F",36,"S",7500,-0.75762,"U"
"1162",1162,"S",250000,"F",38,"S",75000,-0.67253,"N"
"1164",1164,"S",250000,"M",22,"S",15000,-0.88058,"N"
"1165",1165,"S",250000,"F",18,"PS",35000,-1.06673,"N"
"1166",1166,"S",250000,"F",31,"PS",75000,-1.07899,"N"
"1169",1169,"S",250000,"F",18,"S",7500,-0.99975,"N"
"1170",1170,"S",250000,"F",36,"S",15000,-0.71567,"A"
"1171",1171,"S",250000,"M",56,"PS",35000,-1.20544,"N"
"1172",1172,"S",250000,"F",70,"S",35000,1.43203,"N"
"1174",1174,"S",250000,"F",22,"PS",7500,-1.29617,"N"
"1177",1177,"S",250000,"M",30,"P",15000,0.25023,"Y"
"1178",1178,"S",250000,"F",44,"P",7500,0.38898,"A"
"1179",1179,"S",250000,"F",25,"S",15000,0.81611,"Y"
"1180",1180,"S",250000,"F",48,"P",7500,-0.11207,"U"
"1181",1181,"S",25000,"F",22,"PS",15000,-1.06129,"N"
"1182",1182,"S",25000,"F",63,"P",15000,-0.27926,"Y"
"1183",1183,"S",25000,"M",57,"P",15000,0.74066,"Y"
"1184",1184,"S",25000,"M",22,"S",35000,-1.19945,"N"
"1185",1185,"S",25000,"M",25,"P",7500,-1.09176,"U"
"1186",1186,"S",25000,"F",21,"S",2500,-0.80256,"N"
"1187",1187,"S",25000,"F",51,"PS",35000,1.38626,"Y"
"1188",1188,"S",25000,"M",70,"P",15000,-0.48681,"U"
"1189",1189,"S",25000,"M",36,"PS",15000,-0.90237,"N"
"1190",1190,"S",25000,"M",25,"P",15000,-0.79222,"N"
"1191",1191,"S",25000,"F",24,"PS",15000,0.58929,"U"
"1192",1192,"S",25000,"M",58,"S",75000,1.55477,"Y"
"1193",1193,"S",25000,"F",59,"P",15000,-1.29617,"N"
"1194",1194,"S",25000,"M",28,"P",7500,-1.11956,"N"
"1195",1195,"S",25000,"F",21,"S",35000,-0.40754,"N"
"1196",1196,"S",25000,"M",21,"PS",15000,-0.79464,"N"
"1197",1197,"S",25000,"F",38,"PS",75000,-1.29617,"N"
"1198",1198,"S",25000,"M",70,"P",35000,-0.91196,"U"
"1199",1199,"S",25000,"F",60,"S",15000,1.43203,"Y"
"1200",1200,"S",25000,"F",25,"P",15000,-0.76597,"N"
"1201",1201,"S",15000,"F",38,"P",15000,-0.60892,"U"
"1202",1202,"S",15000,"F",24,"S",7500,1.27453,"U"
"1203",1203,"S",15000,"M",20,"P",7500,-0.44311,"N"
"1204",1204,"S",15000,"M",58,"P",7500,1.46885,"Y"
"1205",1205,"S",15000,"M",58,"P",7500,1.68819,"Y"
"1206",1206,"S",15000,"F",69,"S",15000,1.03459,"Y"
"1207",1207,"S",15000,"M",29,"P",15000,0.32316,"Y"
"1208",1208,"S",15000,"F",34,"S",35000,-0.38947,"U"
"1209",1209,"S",15000,"F",47,"S",7500,-1.00879,"N"
"1210",1210,"S",15000,"F",62,"P",7500,0.24454,"U"
"1211",1211,"S",15000,"F",27,"S",7500,-1.00877,"N"
"1212",1212,"S",15000,"M",69,"P",7500,1.5877,"Y"
"1213",1213,"S",15000,"F",70,"P",7500,0.90441,"Y"
"1214",1214,"S",15000,"M",35,"P",7500,0.17868,"Y"
"1215",1215,"S",15000,"M",19,"S",15000,-0.86197,"N"
"1216",1216,"S",15000,"F",37,"P",7500,1.5877,"Y"
"1217",1217,"S",15000,"F",21,"S",15000,-0.99603,"N"
"1218",1218,"S",15000,"M",20,"P",7500,-0.96762,"N"
"1220",1220,"S",15000,"M",19,"S",35000,0.11796,"U"
"1221",1221,"S",45000,"M",28,"S",15000,-1.1464,"N"
"1223",1223,"S",45000,"M",41,"S",35000,-0.21053,"N"
"1224",1224,"S",45000,"M",23,"P",2500,0.95611,"N"
"1226",1226,"S",45000,"F",36,"S",15000,-1.04877,"N"
"1227",1227,"S",45000,"F",27,"S",7500,-1.21695,"N"
"1228",1228,"S",45000,"M",64,"S",15000,-0.88369,"N"
"1229",1229,"S",45000,"M",31,"S",7500,-1.04155,"N"
"1230",1230,"S",45000,"M",49,"PS",7500,0.4324,"Y"
"1231",1231,"S",45000,"M",25,"PS",15000,-1.29617,"N"
"1232",1232,"S",45000,"F",33,"P",7500,-0.25351,"N"
"1233",1233,"S",45000,"F",22,"P",15000,-0.72379,"Y"
"1234",1234,"S",45000,"M",63,"P",35000,0.81197,"Y"
"1235",1235,"S",45000,"F",67,"P",7500,-0.62189,"N"
"1236",1236,"S",45000,"F",26,"S",7500,-1.22285,"U"
"1237",1237,"S",45000,"F",49,"P",15000,-1.29617,"N"
"1240",1240,"S",45000,"M",30,"PS",15000,-0.51062,"N"
"1241",1241,"S",25000,"F",58,"P",2500,-0.93163,"N"
"1242",1242,"S",25000,"M",66,"P",2500,1.48145,"Y"
"1243",1243,"S",25000,"F",37,"P",7500,0.93681,"U"
"1244",1244,"S",25000,"F",28,"P",7500,1.25522,"Y"
"1245",1245,"S",25000,"M",20,"S",2500,0.0072,"N"
"1246",1246,"S",25000,"M",49,"P",7500,1.29306,"Y"
"1247",1247,"S",25000,"F",30,"S",7500,1.5877,"Y"
"1248",1248,"S",25000,"F",67,"P",15000,1.39971,"Y"
"1249",1249,"S",25000,"F",31,"P",7500,1.24248,"Y"
"1250",1250,"S",25000,"M",33,"S",15000,-0.20032,"U"
"1251",1251,"S",25000,"M",29,"P",2500,-1.29617,"N"
"1252",1252,"S",25000,"M",69,"P",7500,1.18476,"Y"
"1253",1253,"S",25000,"F",27,"S",15000,0.35728,"Y"
"1256",1256,"S",25000,"F",20,"P",2500,1.22013,"Y"
"1257",1257,"S",25000,"F",38,"P",15000,0.95449,"Y"
"1259",1259,"S",25000,"M",24,"S",7500,0.36676,"N"
"1260",1260,"S",25000,"M",34,"PS",15000,0.06712,"A"
"1261",1261,"S",8750,"M",28,"PS",75000,-0.18762,"A"
"1262",1262,"S",8750,"M",70,"P",7500,0.94771,"U"
"1263",1263,"S",8750,"F",38,"S",15000,1.18423,"Y"
"1264",1264,"N",8750,"F",32,"P",7500,1.22566,"Y"
"1266",1266,"S",8750,"F",24,"P",7500,1.38957,"Y"
"1267",1267,"S",8750,"F",37,"S",7500,1.33244,"Y"
"1268",1268,"S",8750,"M",50,"P",7500,1.5935,"Y"
"1269",1269,"S",8750,"M",50,"P",7500,1.19527,"Y"
"1270",1270,"S",8750,"M",29,"P",15000,1.35218,"U"
"1271",1271,"S",8750,"M",26,"S",7500,1.2728,"Y"
"1272",1272,"S",8750,"M",37,"PS",7500,-1.04106,"N"
"1273",1273,"S",8750,"F",20,"P",2500,1.47476,"Y"
"1274",1274,"S",8750,"F",36,"P",35000,-0.98395,"U"
"1275",1275,"S",8750,"M",38,"P",15000,1.5038,"Y"
"1276",1276,"S",8750,"F",26,"P",7500,1.20337,"Y"
"1277",1277,"S",8750,"M",46,"S",7500,1.44322,"Y"
"1278",1278,"S",8750,"F",68,"P",15000,0.06376,"U"
"1279",1279,"S",8750,"F",37,"P",2500,1.456,"Y"
"1280",1280,"S",8750,"M",34,"PS",75000,0.8459,"U"
"1281",1281,"S",45000,"F",46,"PS",35000,1.17549,"Y"
"1282",1282,"S",45000,"M",47,"S",75000,-1.22876,"N"
"1283",1283,"S",45000,"F",20,"S",35000,0.2422,"N"
"1284",1284,"S",45000,"M",26,"P",15000,0.67166,"Y"
"1285",1285,"S",45000,"M",19,"S",75000,1.21306,"Y"
"1287",1287,"S",45000,"F",20,"S",15000,1.19375,"Y"
"1288",1288,"S",45000,"F",65,"P",7500,1.5877,"Y"
"1289",1289,"S",45000,"M",45,"P",7500,1.5877,"Y"
"1290",1290,"S",45000,"M",27,"S",35000,0.83702,"Y"
"1291",1291,"S",45000,"F",40,"PS",35000,0.91251,"U"
"1292",1292,"S",45000,"F",33,"PS",15000,1.47024,"Y"
"1293",1293,"S",45000,"M",37,"PS",35000,-0.26722,"N"
"1296",1296,"S",45000,"M",32,"P",35000,1.3526,"Y"
"1297",1297,"S",45000,"F",30,"P",7500,0.07743,"A"
"1298",1298,"S",45000,"F",44,"P",15000,1.13002,"Y"
"1299",1299,"S",45000,"F",60,"P",7500,1.29953,"U"
"1300",1300,"S",45000,"M",37,"S",15000,-1.15543,"A"
"1301",1301,"S",25000,"F",58,"P",7500,0.50186,"N"
"1302",1302,"S",25000,"M",35,"P",15000,0.10046,"U"
"1303",1303,"S",25000,"M",47,"S",35000,1.47615,"Y"
"1304",1304,"S",25000,"F",45,"P",7500,0.02279,"A"
"1306",1306,"S",25000,"F",45,"P",7500,1.5877,"Y"
"1307",1307,"S",25000,"M",21,"S",15000,1.08435,"Y"
"1308",1308,"S",25000,"F",18,"PS",35000,1.36539,"Y"
"1309",1309,"S",25000,"F",25,"PS",35000,-1.29617,"N"
"1310",1310,"S",25000,"M",65,"PS",35000,-1.22876,"N"
"1311",1311,"S",25000,"F",47,"P",2500,1.5877,"Y"
"1312",1312,"S",25000,"M",56,"P",7500,0.229,"N"
"1313",1313,"S",25000,"M",59,"P",15000,-0.2766,"Y"
"1314",1314,"S",25000,"F",23,"P",7500,0.27658,"Y"
"1315",1315,"S",25000,"M",19,"S",15000,1.29798,"Y"
"1316",1316,"S",25000,"M",38,"S",35000,-0.28181,"N"
"1317",1317,"S",25000,"F",48,"P",7500,0.36525,"Y"
"1318",1318,"S",25000,"M",27,"P",7500,1.47024,"Y"
"1319",1319,"S",25000,"F",18,"P",7500,-1.29617,"N"
"1320",1320,"S",25000,"M",26,"P",7500,0.9508,"Y"
"1321",1321,"S",25000,"M",24,"P",15000,-1.15693,"N"
"1322",1322,"S",25000,"M",29,"S",15000,-0.33243,"N"
"1323",1323,"S",25000,"F",33,"P",7500,1.29012,"Y"
"1325",1325,"S",25000,"M",36,"S",15000,1.50846,"Y"
"1326",1326,"S",25000,"M",35,"S",35000,1.00996,"Y"
"1327",1327,"S",25000,"F",54,"S",35000,-1.21695,"N"
"1328",1328,"S",25000,"F",20,"S",35000,0.41846,"U"
"1329",1329,"S",25000,"M",46,"S",75000,1.48735,"Y"
"1330",1330,"S",25000,"F",24,"S",35000,-0.26866,"N"
"1331",1331,"S",25000,"F",24,"P",2500,0.90932,"Y"
"1332",1332,"S",25000,"M",20,"PS",35000,-0.08054,"Y"
"1333",1333,"S",25000,"M",41,"S",35000,0.82505,"Y"
"1334",1334,"S",25000,"M",48,"P",15000,-0.70898,"N"
"1335",1335,"S",25000,"F",50,"P",35000,0.14576,"U"
"1336",1336,"S",25000,"F",34,"P",7500,1.2641,"Y"
"1337",1337,"S",25000,"M",43,"P",15000,0.97998,"Y"
"1338",1338,"S",25000,"M",18,"S",7500,-0.85414,"N"
"1339",1339,"S",25000,"F",36,"P",7500,1.58486,"Y"
"1340",1340,"S",25000,"F",57,"P",7500,-0.35168,"N"
"1341",1341,"S",250000,"M",21,"PS",7500,0.62396,"A"
"1342",1342,"S",250000,"M",36,"PS",75000,1.43653,"Y"
"1343",1343,"S",250000,"F",43,"P",7500,-0.20299,"Y"
"1344",1344,"S",250000,"F",30,"S",35000,-0.82983,"U"
"1345",1345,"S",250000,"F",33,"S",15000,0.32316,"U"
"1346",1346,"S",250000,"F",38,"P",15000,-0.44442,"N"
"1347",1347,"S",250000,"M",28,"S",15000,-0.07212,"U"
"1348",1348,"S",250000,"F",36,"S",15000,0.91548,"U"
"1349",1349,"S",250000,"F",22,"S",35000,0.32842,"Y"
"1350",1350,"S",250000,"M",36,"S",35000,1.12564,"Y"
"1351",1351,"S",250000,"F",32,"PS",35000,0.2002,"A"
"1352",1352,"S",250000,"M",29,"S",75000,-1.08646,"N"
"1353",1353,"S",250000,"F",31,"S",75000,0.18242,"U"
"1354",1354,"S",250000,"M",45,"S",75000,1.01395,"Y"
"1355",1355,"S",250000,"F",38,"S",35000,-1.29617,"N"
"1356",1356,"S",250000,"M",56,"S",35000,-0.93647,"U"
"1357",1357,"S",250000,"M",48,"P",35000,0.11316,"Y"
"1358",1358,"S",250000,"F",29,"PS",200000,-1.29617,"N"
"1359",1359,"S",250000,"F",49,"S",125000,0.06119,"Y"
"1360",1360,"S",250000,"M",18,"S",75000,-1.22285,"N"
"1361",1361,"S",250000,"F",32,"PS",75000,1.01661,"Y"
"1362",1362,"S",250000,"F",57,"S",35000,0.27836,"U"
"1363",1363,"S",250000,"F",39,"P",7500,-0.55281,"N"
"1364",1364,"S",250000,"M",25,"S",15000,-0.48886,"U"
"1365",1365,"S",250000,"M",65,"PS",35000,-1.23032,"N"
"1366",1366,"S",250000,"F",52,"P",15000,-0.87337,"N"
"1367",1367,"S",250000,"M",64,"P",7500,-1.12468,"N"
"1368",1368,"S",250000,"F",38,"S",2500,0.47106,"U"
"1369",1369,"S",250000,"F",35,"P",35000,0.65343,"U"
"1370",1370,"S",250000,"M",20,"P",15000,-0.68757,"N"
"1371",1371,"S",250000,"F",40,"P",7500,-0.03691,"Y"
"1372",1372,"S",250000,"F",21,"S",7500,1.1925,"A"
"1373",1373,"S",250000,"M",68,"S",35000,-1.04094,"N"
"1374",1374,"S",250000,"M",31,"P",15000,1.36267,"Y"
"1375",1375,"S",250000,"M",23,"S",125000,-1.06402,"N"
"1377",1377,"S",250000,"F",18,"S",35000,-1.16969,"U"
"1378",1378,"S",250000,"F",31,"S",7500,0.59524,"U"
"1379",1379,"S",250000,"M",22,"S",35000,-0.96697,"N"
"1380",1380,"S",250000,"M",37,"S",35000,1.36617,"A"
"1381",1381,"S",15000,"F",59,"P",75000,1.325,"Y"
"1382",1382,"S",15000,"F",23,"S",35000,1.51515,"Y"
"1383",1383,"S",15000,"M",38,"P",15000,0.23917,"U"
"1386",1386,"S",15000,"F",41,"P",7500,-0.72318,"N"
"1387",1387,"S",15000,"M",43,"P",15000,0.59896,"Y"
"1388",1388,"S",15000,"M",23,"PS",7500,1.5877,"Y"
"1389",1389,"S",15000,"F",35,"P",15000,1.5877,"Y"
"1390",1390,"S",15000,"M",60,"P",7500,0.57763,"N"
"1391",1391,"S",15000,"F",36,"S",2500,0.19238,"U"
"1392",1392,"S",15000,"M",43,"S",15000,-0.43921,"U"
"1393",1393,"S",15000,"F",35,"PS",35000,1.5877,"Y"
"1394",1394,"S",15000,"M",22,"P",7500,0.67327,"N"
"1396",1396,"S",15000,"M",25,"P",15000,-0.97709,"N"
"1397",1397,"S",15000,"M",66,"P",15000,1.57366,"Y"
"1398",1398,"S",15000,"F",33,"P",15000,1.40952,"Y"
"1399",1399,"S",15000,"M",59,"P",7500,1.5877,"Y"
"1400",1400,"S",15000,"F",67,"P",7500,0.51637,"N"
